Date,Primary Type,Latitude,Longitude
09/07/2023 12:44:00 PM,ARSON,41.741226,-87.62427
09/07/2023 08:12:00 AM,CRIMINAL DAMAGE,41.898506,-87.67346
09/07/2023 08:00:00 PM,CRIMINAL DAMAGE,41.841995,-87.62158
09/07/2023 10:00:00 PM,CRIMINAL DAMAGE,41.684025,-87.53405
09/04/2023 09:00:00 AM,THEFT,41.920628,-87.699234
09/07/2023 10:03:00 AM,NARCOTICS,41.808735,-87.604355
09/07/2023 09:00:00 PM,CRIMINAL DAMAGE,41.76792,-87.65055
09/07/2023 06:35:00 PM,BATTERY,41.902157,-87.7644
09/07/2023 12:16:00 PM,INTERFERENCE WITH PUBLIC OFFICER,41.77586,-87.61311
09/07/2023 01:09:00 AM,CRIMINAL SEXUAL ASSAULT,41.85994,-87.738434
09/07/2023 01:52:00 AM,CRIMINAL DAMAGE,42.021606,-87.6719
09/07/2023 03:30:00 PM,DECEPTIVE PRACTICE,41.890995,-87.66601
09/01/2023 11:00:00 PM,BATTERY,41.879887,-87.62936
09/01/2023 09:00:00 PM,ROBBERY,41.894928,-87.75595
09/07/2023 11:30:00 PM,THEFT,41.949234,-87.702995
09/07/2023 06:30:00 PM,THEFT,41.90246,-87.66606
09/07/2023 06:35:00 AM,BATTERY,41.926826,-87.7597
09/07/2023 08:15:00 AM,THEFT,42.004864,-87.66086
09/07/2023 02:30:00 PM,CRIMINAL TRESPASS,41.974678,-87.65496
09/07/2023 02:40:00 PM,NARCOTICS,41.880745,-87.724495
09/07/2023 11:00:00 PM,CRIMINAL TRESPASS,41.756004,-87.587746
09/07/2023 07:00:00 AM,CRIMINAL DAMAGE,41.992752,-87.79832
09/05/2023 12:00:00 AM,CRIMINAL SEXUAL ASSAULT,41.88711,-87.71608
09/06/2023 12:00:00 PM,DECEPTIVE PRACTICE,41.87915,-87.65117
09/07/2023 06:00:00 PM,BATTERY,41.98918,-87.70535
09/07/2023 04:42:00 PM,CRIMINAL DAMAGE,41.907722,-87.64574
09/07/2023 12:01:00 AM,THEFT,41.890015,-87.63171
09/07/2023 09:05:00 PM,CRIMINAL DAMAGE,41.750782,-87.62582
09/07/2023 04:44:00 PM,THEFT,41.8835,-87.62788
09/07/2023 09:04:00 AM,NARCOTICS,41.89052,-87.71983
09/07/2023 04:26:00 PM,PUBLIC PEACE VIOLATION,41.70725,-87.604004
09/07/2023 12:55:00 AM,CRIMINAL DAMAGE,41.960747,-87.68867
09/07/2023 10:00:00 PM,ROBBERY,41.946827,-87.68128
09/07/2023 08:20:00 PM,BATTERY,41.705677,-87.600945
09/07/2023 12:01:00 AM,THEFT,41.9536,-87.6533
09/07/2023 10:30:00 PM,THEFT,41.736996,-87.544464
09/07/2023 07:30:00 PM,OTHER OFFENSE,41.89096,-87.622475
09/07/2023 01:00:00 AM,CRIMINAL DAMAGE,41.804245,-87.59097
09/07/2023 12:24:00 PM,WEAPONS VIOLATION,41.854847,-87.711235
09/07/2023 12:00:00 PM,BATTERY,41.702587,-87.60631
09/07/2023 06:13:00 AM,CRIMINAL TRESPASS,41.974182,-87.76494
09/07/2023 01:32:00 PM,BATTERY,41.803368,-87.62268
09/07/2023 06:54:00 PM,BATTERY,41.889534,-87.7491
09/07/2023 02:46:00 PM,INTERFERENCE WITH PUBLIC OFFICER,41.704697,-87.6137
09/07/2023 12:45:00 PM,THEFT,41.77887,-87.6739
09/07/2023 08:42:00 PM,BATTERY,41.974255,-87.81822
09/07/2023 04:20:00 PM,ROBBERY,41.954536,-87.651146
09/07/2023 08:00:00 AM,ASSAULT,41.72575,-87.63237
01/02/2023 12:00:00 PM,THEFT,41.845802,-87.70384
09/07/2023 12:17:00 AM,ROBBERY,41.896893,-87.67301
09/07/2023 12:44:00 PM,OTHER OFFENSE,41.8016,-87.64452
07/19/2023 03:00:00 PM,DECEPTIVE PRACTICE,41.89109,-87.65649
09/07/2023 08:51:00 PM,ROBBERY,41.878166,-87.62916
09/07/2023 12:50:00 PM,BATTERY,41.861835,-87.714066
09/07/2023 09:30:00 AM,ASSAULT,41.744,-87.72826
09/07/2023 06:00:00 PM,BATTERY,41.919075,-87.79567
09/07/2023 03:30:00 PM,MOTOR VEHICLE THEFT,42.001007,-87.6656
09/07/2023 04:30:00 PM,DECEPTIVE PRACTICE,41.88107,-87.666794
09/07/2023 10:25:00 PM,BATTERY,41.844105,-87.73491
09/07/2023 02:00:00 PM,THEFT,41.75292,-87.56383
09/07/2023 03:00:00 PM,THEFT,41.83788,-87.60841
09/07/2023 08:10:00 PM,BATTERY,41.87785,-87.73634
09/07/2023 11:51:00 PM,ASSAULT,41.702026,-87.54009
09/07/2023 08:00:00 AM,BATTERY,41.87328,-87.71974
09/07/2023 01:20:00 PM,BATTERY,41.7821,-87.5865
09/07/2023 12:04:00 AM,ASSAULT,41.970894,-87.667725
09/07/2023 02:58:00 PM,ASSAULT,41.794365,-87.72319
09/07/2023 05:38:00 PM,OTHER OFFENSE,41.989277,-87.66746
09/08/2023 12:00:00 AM,DECEPTIVE PRACTICE,41.944607,-87.72315
09/07/2023 08:42:00 AM,THEFT,41.88365,-87.639786
09/07/2023 08:30:00 PM,CRIMINAL DAMAGE,41.836407,-87.667816
09/07/2023 09:40:00 AM,OTHER OFFENSE,41.766804,-87.60562
09/07/2023 03:25:00 PM,THEFT,41.802357,-87.5977
08/10/2023 12:00:00 PM,OTHER OFFENSE,41.75014,-87.618126
09/07/2023 05:12:00 AM,BATTERY,41.897785,-87.72616
09/07/2023 02:00:00 PM,THEFT,41.96594,-87.72797
09/07/2023 11:12:00 PM,BATTERY,41.849197,-87.69353
09/07/2023 01:27:00 PM,THEFT,41.876163,-87.753395
09/07/2023 06:44:00 PM,OTHER OFFENSE,41.750187,-87.64403
09/07/2023 01:00:00 PM,BATTERY,41.936337,-87.65071
09/07/2023 08:30:00 AM,CRIMINAL DAMAGE,41.806904,-87.61652
08/01/2023 12:01:00 AM,CRIMINAL DAMAGE,41.809296,-87.591965
09/07/2023 08:00:00 PM,MOTOR VEHICLE THEFT,41.834652,-87.616844
09/07/2023 09:03:00 PM,WEAPONS VIOLATION,41.75865,-87.67338
09/08/2023 12:00:00 AM,CRIMINAL DAMAGE,41.98158,-87.83658
09/07/2023 10:00:00 PM,THEFT,41.78562,-87.6887
09/07/2023 08:35:00 PM,THEFT,41.96307,-87.65598
08/28/2023 08:00:00 AM,DECEPTIVE PRACTICE,41.957996,-87.74625
09/07/2023 08:44:00 PM,CRIMINAL DAMAGE,41.878567,-87.627686
09/07/2023 09:12:00 PM,BURGLARY,41.723637,-87.662735
09/07/2023 05:00:00 PM,BATTERY,41.84403,-87.6221
09/07/2023 07:40:00 AM,ASSAULT,41.758842,-87.57935
09/07/2023 09:00:00 PM,THEFT,41.781647,-87.73383
09/07/2023 09:15:00 PM,THEFT,41.783615,-87.59472
09/07/2023 03:00:00 AM,BURGLARY,41.84269,-87.6204
09/07/2023 10:55:00 AM,THEFT,41.808594,-87.66558
09/07/2023 02:05:00 PM,MOTOR VEHICLE THEFT,41.730988,-87.58044
09/07/2023 11:30:00 PM,BATTERY,41.83089,-87.635506
09/07/2023 08:30:00 AM,THEFT,41.907154,-87.63968
09/07/2023 10:16:00 AM,BATTERY,41.755405,-87.660324
09/06/2023 06:45:00 AM,CRIMINAL TRESPASS,42.01603,-87.66904
09/07/2023 05:45:00 PM,THEFT,41.93876,-87.6674
09/08/2023 12:00:00 AM,ROBBERY,41.892654,-87.71867
09/07/2023 11:00:00 AM,CRIMINAL DAMAGE,41.88588,-87.63098
09/07/2023 02:30:00 PM,CRIMINAL DAMAGE,42.000305,-87.69972
09/07/2023 03:00:00 PM,BATTERY,41.764004,-87.67108
09/07/2023 11:30:00 AM,THEFT,41.756508,-87.56632
09/07/2023 09:08:00 AM,THEFT,41.752644,-87.56504
09/07/2023 12:10:00 PM,THEFT,41.68042,-87.66244
09/07/2023 10:28:00 AM,BATTERY,41.74702,-87.641975
09/07/2023 04:20:00 PM,ASSAULT,41.851807,-87.702126
09/07/2023 10:20:00 PM,BATTERY,41.74164,-87.551506
09/07/2023 11:30:00 PM,MOTOR VEHICLE THEFT,41.770985,-87.58258
09/07/2023 09:35:00 AM,THEFT,41.97537,-87.7459
09/07/2023 09:22:00 PM,CRIMINAL DAMAGE,41.8661,-87.659935
09/07/2023 02:30:00 PM,BURGLARY,41.919586,-87.70705
09/07/2023 03:00:00 AM,BURGLARY,41.842,-87.62132
09/04/2020 12:00:00 AM,OFFENSE INVOLVING CHILDREN,,
09/07/2023 01:50:00 PM,BATTERY,41.870823,-87.71875
09/07/2023 01:24:00 PM,THEFT,41.78212,-87.69835
08/28/2023 07:00:00 PM,BATTERY,41.742283,-87.71531
09/08/2023 12:00:00 AM,MOTOR VEHICLE THEFT,41.994827,-87.70562
07/14/2023 12:00:00 PM,DECEPTIVE PRACTICE,41.683933,-87.65915
09/07/2023 12:30:00 PM,BATTERY,41.86136,-87.6944
09/07/2023 10:00:00 AM,THEFT,42.018497,-87.67298
09/07/2023 08:15:00 PM,BATTERY,41.737064,-87.57524
09/07/2023 02:52:00 PM,CRIMINAL DAMAGE,41.72242,-87.604485
09/07/2023 08:00:00 AM,BATTERY,41.689327,-87.65755
09/07/2023 06:00:00 PM,MOTOR VEHICLE THEFT,41.878796,-87.731575
09/07/2023 12:30:00 PM,OTHER OFFENSE,42.002068,-87.69976
09/07/2023 10:11:00 AM,BATTERY,41.873547,-87.69365
09/07/2023 12:07:00 AM,NARCOTICS,41.91005,-87.712234
09/07/2023 05:00:00 AM,BATTERY,41.677086,-87.66138
09/04/2023 12:00:00 PM,BATTERY,41.881443,-87.66784
09/07/2023 10:00:00 AM,THEFT,41.91006,-87.789925
09/07/2023 10:30:00 PM,ROBBERY,41.830956,-87.63071
09/07/2023 09:41:00 PM,ROBBERY,41.96837,-87.71663
09/07/2023 01:30:00 PM,THEFT,41.937912,-87.72715
09/07/2023 04:25:00 PM,THEFT,41.777485,-87.63175
09/07/2023 08:14:00 AM,BATTERY,41.87996,-87.639626
09/07/2023 12:36:00 AM,BATTERY,41.779617,-87.65377
09/07/2023 01:00:00 AM,BATTERY,41.777504,-87.61556
09/07/2023 03:00:00 AM,BURGLARY,41.842,-87.62144
09/07/2023 07:24:00 AM,MOTOR VEHICLE THEFT,41.88588,-87.63098
09/07/2023 09:52:00 AM,MOTOR VEHICLE THEFT,41.770737,-87.612366
09/08/2023 12:00:00 AM,THEFT,41.90628,-87.67563
09/08/2023 12:00:00 AM,ROBBERY,41.856277,-87.62717
09/07/2023 12:04:00 AM,THEFT,41.972908,-87.650856
09/07/2023 05:00:00 AM,CRIMINAL DAMAGE,41.879,-87.66059
09/07/2023 08:00:00 PM,MOTOR VEHICLE THEFT,41.83191,-87.6437
09/07/2023 04:00:00 PM,OFFENSE INVOLVING CHILDREN,41.69707,-87.62916
09/07/2023 08:15:00 AM,DECEPTIVE PRACTICE,42.002224,-87.680275
09/07/2023 10:00:00 PM,OTHER OFFENSE,41.79298,-87.68227
09/07/2023 09:20:00 PM,WEAPONS VIOLATION,41.79603,-87.64622
09/07/2023 04:38:00 PM,OTHER OFFENSE,41.87323,-87.72035
09/07/2023 01:06:00 PM,THEFT,41.75515,-87.710625
09/07/2023 02:13:00 PM,ASSAULT,41.917522,-87.69335
09/07/2023 10:00:00 AM,ASSAULT,41.93104,-87.746574
09/07/2023 08:20:00 AM,BATTERY,41.79119,-87.70717
09/07/2023 07:43:00 PM,CRIMINAL TRESPASS,41.947227,-87.65555
09/07/2023 03:00:00 PM,BATTERY,41.75412,-87.70746
09/07/2023 07:30:00 PM,CRIMINAL DAMAGE,41.80182,-87.59346
09/07/2023 09:57:00 AM,OTHER OFFENSE,41.78062,-87.67636
09/07/2023 10:00:00 AM,DECEPTIVE PRACTICE,41.87388,-87.76041
09/07/2023 10:18:00 PM,CRIMINAL DAMAGE,41.999577,-87.68802
09/07/2023 06:02:00 AM,ROBBERY,41.876015,-87.73835
09/07/2023 12:38:00 PM,BATTERY,41.93289,-87.640335
09/07/2023 06:34:00 AM,THEFT,41.96767,-87.77592
09/07/2023 12:01:00 AM,CRIMINAL DAMAGE,41.849724,-87.69539
09/07/2023 12:25:00 PM,THEFT,41.88028,-87.76244
09/07/2023 09:20:00 PM,CRIMINAL DAMAGE,41.841103,-87.626854
09/07/2023 08:40:00 PM,ROBBERY,41.884537,-87.64666
08/24/2023 10:00:00 AM,BURGLARY,41.723045,-87.66202
09/07/2023 02:22:00 PM,DECEPTIVE PRACTICE,41.852863,-87.69189
09/07/2023 03:00:00 AM,OTHER OFFENSE,41.76016,-87.56316
09/07/2023 06:07:00 PM,THEFT,41.931583,-87.742744
09/07/2023 01:53:00 AM,ASSAULT,41.9733,-87.6557
08/27/2023 08:00:00 AM,THEFT,41.77884,-87.71135
09/07/2023 02:00:00 PM,THEFT,41.969078,-87.725624
09/07/2023 12:36:00 PM,THEFT,41.95179,-87.65204
07/03/2023 11:00:00 PM,THEFT,41.707756,-87.58071
09/07/2023 11:05:00 PM,WEAPONS VIOLATION,41.73336,-87.540184
09/07/2023 09:00:00 AM,MOTOR VEHICLE THEFT,41.75552,-87.65266
09/07/2023 11:15:00 AM,CRIMINAL DAMAGE,41.897793,-87.65323
09/07/2023 09:35:00 PM,BATTERY,41.896385,-87.71635
09/07/2023 04:16:00 PM,NARCOTICS,41.89603,-87.71999
09/07/2023 06:12:00 PM,DECEPTIVE PRACTICE,41.877754,-87.71091
09/02/2023 11:05:00 PM,BATTERY,41.870934,-87.68616
09/07/2023 11:00:00 PM,THEFT,41.967964,-87.666
09/07/2023 05:58:00 AM,OTHER OFFENSE,41.85273,-87.70139
09/07/2023 07:50:00 AM,SEX OFFENSE,41.709564,-87.6429
09/07/2023 01:54:00 PM,THEFT,41.79634,-87.59037
09/07/2023 12:11:00 PM,ROBBERY,41.85975,-87.63027
09/07/2023 08:00:00 AM,THEFT,41.743523,-87.633064
09/07/2023 05:52:00 PM,NARCOTICS,41.892315,-87.713776
09/07/2023 11:23:00 PM,MOTOR VEHICLE THEFT,41.90067,-87.73708
09/07/2023 02:04:00 AM,CRIMINAL DAMAGE,41.727715,-87.630165
09/07/2023 08:00:00 PM,CRIMINAL DAMAGE,41.97038,-87.65625
09/07/2023 02:30:00 PM,BATTERY,41.90149,-87.70675
09/07/2023 07:30:00 PM,MOTOR VEHICLE THEFT,41.83626,-87.643135
08/29/2023 01:00:00 PM,ASSAULT,41.784412,-87.659485
09/07/2023 10:00:00 PM,CRIMINAL DAMAGE,41.898937,-87.671036
09/07/2023 07:48:00 PM,WEAPONS VIOLATION,41.87672,-87.70109
09/07/2023 09:30:00 PM,DECEPTIVE PRACTICE,42.014442,-87.68619
09/07/2023 06:01:00 PM,BATTERY,41.809383,-87.69546
09/07/2023 05:00:00 PM,THEFT,41.896633,-87.709946
08/22/2023 09:30:00 PM,THEFT,41.862476,-87.65576
09/07/2023 02:00:00 AM,BATTERY,41.735764,-87.60266
09/07/2023 08:19:00 PM,WEAPONS VIOLATION,41.890877,-87.6273
09/07/2023 03:00:00 AM,BURGLARY,41.842,-87.621414
09/07/2023 09:30:00 PM,CRIMINAL DAMAGE,41.88042,-87.751335
12/15/2022 06:00:00 PM,THEFT,41.785973,-87.66315
09/08/2023 12:00:00 AM,DECEPTIVE PRACTICE,41.748535,-87.62925
09/07/2023 10:00:00 PM,CRIMINAL DAMAGE,41.999577,-87.68802
09/07/2023 12:05:00 PM,DECEPTIVE PRACTICE,41.9829,-87.721664
09/08/2023 12:00:00 AM,THEFT,41.90479,-87.693115
08/28/2023 04:56:00 PM,THEFT,41.925842,-87.70234
09/07/2023 12:36:00 AM,OTHER OFFENSE,41.726402,-87.64335
09/07/2023 09:00:00 AM,THEFT,41.778473,-87.66787
09/07/2023 12:40:00 PM,OTHER OFFENSE,41.97527,-87.75348
09/07/2023 08:21:00 PM,BATTERY,41.898163,-87.6375
09/07/2023 04:50:00 PM,ASSAULT,41.69252,-87.628654
09/07/2023 09:34:00 PM,CRIMINAL DAMAGE,41.703335,-87.71591
09/07/2023 09:00:00 AM,CRIMINAL DAMAGE,41.787724,-87.72612
09/07/2023 11:50:00 PM,THEFT,41.933926,-87.69333
09/07/2023 09:00:00 AM,ASSAULT,41.901627,-87.73452
09/07/2023 10:03:00 AM,OTHER OFFENSE,41.715668,-87.62046
09/07/2023 02:00:00 PM,OTHER OFFENSE,41.85576,-87.681984
09/07/2023 12:45:00 AM,CRIMINAL DAMAGE,41.994698,-87.68241
08/21/2023 11:15:00 PM,MOTOR VEHICLE THEFT,41.742844,-87.64021
06/19/2023 12:00:00 AM,THEFT,41.89343,-87.63562
09/03/2023 12:00:00 AM,MOTOR VEHICLE THEFT,41.89399,-87.702156
09/07/2023 02:30:00 PM,CRIMINAL DAMAGE,42.000267,-87.699715
09/07/2023 11:59:00 AM,MOTOR VEHICLE THEFT,41.87173,-87.71848
09/07/2023 03:30:00 PM,OTHER OFFENSE,41.876953,-87.73621
09/07/2023 01:00:00 PM,THEFT,41.896664,-87.62917
09/07/2023 04:00:00 PM,MOTOR VEHICLE THEFT,41.683926,-87.65428
09/07/2023 07:45:00 AM,BATTERY,41.79352,-87.64149
09/07/2023 12:30:00 PM,THEFT,41.88093,-87.70951
09/07/2023 06:30:00 PM,MOTOR VEHICLE THEFT,41.99536,-87.656975
09/07/2023 04:30:00 PM,THEFT,41.78158,-87.60433
09/07/2023 09:38:00 AM,OTHER OFFENSE,41.80679,-87.616516
09/08/2023 12:00:00 AM,BATTERY,41.939323,-87.72719
09/07/2023 10:39:00 AM,BATTERY,41.964745,-87.71485
09/07/2023 12:00:00 PM,MOTOR VEHICLE THEFT,41.95461,-87.64711
09/07/2023 05:30:00 PM,BATTERY,41.66475,-87.63063
02/02/2023 08:15:00 AM,DECEPTIVE PRACTICE,41.914764,-87.673904
09/07/2023 07:30:00 PM,CRIMINAL DAMAGE,41.872486,-87.66906
09/07/2023 10:12:00 PM,BATTERY,41.98365,-87.716225
09/07/2023 07:30:00 AM,BATTERY,41.85473,-87.66606
09/07/2023 06:30:00 AM,MOTOR VEHICLE THEFT,41.89018,-87.63699
09/07/2023 07:25:00 PM,BATTERY,41.910076,-87.709816
02/22/2023 02:00:00 PM,DECEPTIVE PRACTICE,41.75541,-87.651436
09/07/2023 05:00:00 PM,MOTOR VEHICLE THEFT,41.781563,-87.6011
09/08/2023 12:00:00 AM,THEFT,41.803413,-87.58605
09/07/2023 11:00:00 AM,CRIMINAL DAMAGE,41.79459,-87.7232
09/07/2023 02:47:00 PM,ASSAULT,41.96138,-87.65474
08/27/2023 04:15:00 PM,CRIMINAL TRESPASS,41.863815,-87.618744
09/07/2023 03:00:00 AM,BURGLARY,41.842754,-87.6204
11/10/2023 06:36:00 PM,CRIMINAL DAMAGE,41.91438,-87.764015
11/10/2023 04:00:00 AM,ROBBERY,41.743183,-87.6038
09/07/2023 01:57:00 AM,BATTERY,41.98444,-87.65664
09/07/2023 04:30:00 PM,CRIMINAL DAMAGE,41.736263,-87.627235
09/07/2023 12:43:00 AM,BATTERY,41.90006,-87.71525
09/07/2023 05:30:00 PM,CRIMINAL DAMAGE,41.72748,-87.558105
09/07/2023 07:40:00 AM,THEFT,41.880367,-87.62435
09/07/2023 01:05:00 AM,CRIMINAL DAMAGE,41.723686,-87.60777
09/07/2023 06:30:00 PM,THEFT,41.80114,-87.68501
09/07/2023 10:40:00 PM,OTHER OFFENSE,41.938583,-87.7657
09/07/2023 01:41:00 PM,ASSAULT,41.692844,-87.60374
09/07/2023 08:45:00 AM,BATTERY,41.8654,-87.64066
09/07/2023 11:00:00 PM,THEFT,41.974663,-87.77456
09/07/2023 01:00:00 PM,CRIMINAL TRESPASS,41.73626,-87.62807
09/07/2023 07:38:00 AM,OFFENSE INVOLVING CHILDREN,41.82965,-87.61445
09/07/2023 06:42:00 AM,BURGLARY,41.96133,-87.720505
09/07/2023 10:15:00 PM,CRIMINAL DAMAGE,41.852024,-87.68663
09/07/2023 12:53:00 AM,CRIMINAL DAMAGE,41.974106,-87.65128
09/07/2023 12:17:00 AM,ROBBERY,41.896893,-87.67301
09/07/2023 01:00:00 PM,DECEPTIVE PRACTICE,41.822376,-87.66048
09/07/2023 06:30:00 PM,THEFT,41.800625,-87.59047
09/07/2023 10:36:00 AM,MOTOR VEHICLE THEFT,41.911736,-87.72439
09/07/2023 06:40:00 AM,BATTERY,41.856453,-87.67107
09/07/2023 08:35:00 PM,THEFT,41.851837,-87.63199
09/07/2023 03:00:00 AM,BURGLARY,41.84664,-87.62053
09/07/2023 08:30:00 AM,BURGLARY,41.882835,-87.63386
09/07/2023 12:10:00 PM,THEFT,41.872677,-87.714294
09/07/2023 07:30:00 AM,BATTERY,41.962303,-87.66374
09/07/2023 11:20:00 PM,THEFT,41.861835,-87.714066
09/07/2023 10:00:00 PM,THEFT,41.951378,-87.799866
09/07/2023 11:30:00 AM,OTHER OFFENSE,41.86954,-87.735085
09/07/2023 12:00:00 PM,BURGLARY,41.872868,-87.62962
09/07/2023 10:30:00 PM,THEFT,41.73886,-87.65585
09/07/2023 01:00:00 PM,ASSAULT,41.835686,-87.62064
09/07/2023 11:50:00 AM,BATTERY,41.87794,-87.64767
08/25/2023 12:00:00 AM,THEFT,41.871677,-87.72125
09/07/2023 02:30:00 PM,THEFT,41.8901,-87.62607
09/07/2023 06:12:00 PM,THEFT,41.89313,-87.74918
09/07/2023 10:30:00 PM,MOTOR VEHICLE THEFT,41.872902,-87.69431
09/07/2023 12:55:00 PM,DECEPTIVE PRACTICE,41.87884,-87.63958
09/07/2023 05:00:00 PM,MOTOR VEHICLE THEFT,41.831013,-87.61732
09/07/2023 11:59:00 AM,ASSAULT,41.929924,-87.74653
09/07/2023 04:24:00 PM,ASSAULT,41.76876,-87.58889
09/07/2023 10:12:00 AM,DECEPTIVE PRACTICE,41.943253,-87.757744
09/07/2023 08:30:00 PM,BATTERY,41.76579,-87.6602
09/07/2023 07:00:00 PM,BATTERY,41.878204,-87.76479
09/07/2023 09:45:00 PM,ROBBERY,41.972378,-87.72814
09/07/2023 03:00:00 AM,BURGLARY,41.842648,-87.6204
09/07/2023 08:15:00 PM,KIDNAPPING,41.770584,-87.608154
09/07/2023 12:00:00 PM,DECEPTIVE PRACTICE,41.968052,-87.657616
09/07/2023 02:21:00 AM,BATTERY,41.97666,-87.83662
09/07/2023 09:43:00 AM,ASSAULT,42.018497,-87.67298
09/01/2023 03:30:00 AM,PROSTITUTION,41.803993,-87.74139
09/07/2023 02:45:00 AM,MOTOR VEHICLE THEFT,41.727554,-87.55549
09/07/2023 07:55:00 AM,CRIMINAL DAMAGE,41.96767,-87.77576
09/07/2023 03:00:00 AM,MOTOR VEHICLE THEFT,41.756092,-87.64479
09/07/2023 03:00:00 AM,CRIMINAL DAMAGE,41.842003,-87.62121
09/07/2023 09:32:00 PM,INTERFERENCE WITH PUBLIC OFFICER,41.750782,-87.62582
09/02/2023 12:00:00 PM,DECEPTIVE PRACTICE,41.95344,-87.74496
09/07/2023 03:00:00 AM,THEFT,41.7097,-87.691605
09/07/2023 01:30:00 PM,BATTERY,41.98305,-87.71058
09/07/2023 02:25:00 AM,CRIMINAL TRESPASS,41.702026,-87.56398
09/07/2023 05:30:00 PM,SEX OFFENSE,41.897713,-87.72616
07/10/2023 07:10:00 AM,CRIMINAL DAMAGE,41.89935,-87.69009
09/07/2023 12:30:00 PM,MOTOR VEHICLE THEFT,41.782097,-87.67276
09/06/2023 03:00:00 PM,THEFT,41.981865,-87.65599
09/07/2023 04:17:00 PM,CRIMINAL TRESPASS,41.879505,-87.626686
09/07/2023 12:15:00 PM,CRIMINAL DAMAGE,42.00401,-87.665695
09/07/2023 03:00:00 PM,BATTERY,41.76782,-87.66147
09/07/2023 06:50:00 PM,BATTERY,41.751087,-87.5711
09/07/2023 03:15:00 PM,THEFT,41.78359,-87.69596
09/07/2023 09:50:00 AM,DECEPTIVE PRACTICE,41.78894,-87.60496
09/07/2023 06:20:00 AM,CRIMINAL DAMAGE,41.778107,-87.700676
09/07/2023 03:40:00 PM,ASSAULT,41.7787,-87.6484
09/07/2023 05:00:00 AM,CRIMINAL TRESPASS,41.766098,-87.66021
09/07/2023 12:17:00 AM,ASSAULT,41.751377,-87.68156
09/07/2023 03:00:00 PM,MOTOR VEHICLE THEFT,41.82965,-87.61445
09/07/2023 03:00:00 AM,MOTOR VEHICLE THEFT,41.918343,-87.70767
09/07/2023 04:00:00 AM,ASSAULT,41.703354,-87.5942
09/07/2023 04:00:00 PM,CRIMINAL DAMAGE,41.889534,-87.749374
09/07/2023 11:33:00 PM,MOTOR VEHICLE THEFT,41.910065,-87.71066
09/07/2023 06:20:00 PM,THEFT,41.915516,-87.71253
09/07/2023 07:30:00 PM,BATTERY,41.816917,-87.63357
09/07/2023 08:51:00 AM,MOTOR VEHICLE THEFT,41.721664,-87.585144
09/07/2023 09:00:00 AM,BATTERY,41.804817,-87.618034
09/07/2023 11:29:00 PM,BATTERY,41.82363,-87.69809
08/15/2023 12:00:00 PM,THEFT,41.977123,-87.84154
09/07/2023 05:00:00 PM,ASSAULT,41.9069,-87.64089
09/07/2023 05:35:00 PM,BURGLARY,41.746742,-87.661354
09/07/2023 07:00:00 PM,BATTERY,41.800365,-87.70375
09/07/2023 10:58:00 AM,CRIMINAL TRESPASS,41.831364,-87.64855
09/07/2023 07:00:00 PM,MOTOR VEHICLE THEFT,41.914272,-87.65324
09/07/2023 08:10:00 AM,THEFT,42.019398,-87.67505
09/07/2023 05:09:00 PM,OTHER OFFENSE,42.002068,-87.69976
09/07/2023 07:53:00 PM,WEAPONS VIOLATION,41.918083,-87.746155
07/17/2023 12:00:00 AM,DECEPTIVE PRACTICE,41.748077,-87.66095
12/14/2017 06:30:00 PM,THEFT,,
09/07/2023 09:30:00 PM,BATTERY,41.68706,-87.62954
09/08/2023 12:00:00 AM,THEFT,41.722477,-87.66477
02/03/2023 10:00:00 AM,THEFT,41.80864,-87.619576
09/07/2023 07:30:00 PM,CRIMINAL DAMAGE,41.825695,-87.60433
09/07/2023 05:32:00 PM,NARCOTICS,41.9721,-87.6549
09/02/2023 07:00:00 PM,THEFT,41.884277,-87.6221
09/07/2023 07:20:00 AM,THEFT,41.95775,-87.65463
09/07/2023 05:19:00 PM,DECEPTIVE PRACTICE,42.006832,-87.68387
09/07/2023 11:50:00 PM,THEFT,41.87092,-87.68371
09/07/2023 09:00:00 PM,CRIMINAL DAMAGE,41.99515,-87.80374
08/24/2023 07:00:00 PM,DECEPTIVE PRACTICE,41.785355,-87.69723
09/07/2023 01:30:00 AM,CRIMINAL DAMAGE,41.79087,-87.60614
09/07/2023 01:00:00 AM,BATTERY,41.757587,-87.55626
09/07/2023 11:48:00 AM,BURGLARY,41.75016,-87.613686
09/07/2023 07:45:00 AM,ASSAULT,41.76111,-87.64431
09/06/2023 11:30:00 PM,BATTERY,41.83996,-87.73295
09/07/2023 06:40:00 AM,BATTERY,41.923595,-87.746284
09/07/2023 01:00:00 AM,THEFT,41.776363,-87.60219
09/07/2023 12:13:00 PM,THEFT,41.873627,-87.66421
09/07/2023 03:57:00 PM,WEAPONS VIOLATION,41.91992,-87.72603
07/20/2014 11:00:00 PM,THEFT,,
09/07/2023 11:26:00 PM,ROBBERY,41.99505,-87.6898
09/08/2023 12:00:00 AM,THEFT,41.784138,-87.6619
09/07/2023 11:50:00 PM,BATTERY,41.907333,-87.71071
08/30/2023 10:44:00 AM,OTHER OFFENSE,41.70055,-87.65833
09/07/2023 09:00:00 PM,BURGLARY,41.90998,-87.75266
09/07/2023 04:43:00 PM,OTHER OFFENSE,41.738567,-87.561165
09/07/2023 06:45:00 PM,BURGLARY,41.9422,-87.66873
